Timestamp	LeftEyePosition3D.x	LeftEyePosition3D.y	LeftEyePosition3D.z	LeftEyePosition3DRelative.x	LeftEyePosition3DRelative.y	LeftEyePosition3DRelative.z	LeftGazePoint2D.x	LeftGazePoint2D.y	LeftGazePoint3D.x	LeftGazePoint3D.y	LeftGazePoint3D.z	LeftPupil	LeftValidity	RightEyePosition3D.x	RightEyePosition3D.y	RightEyePosition3D.z	RightEyePosition3DRelative.x	RightEyePosition3DRelative.y	RightEyePosition3DRelative.z	RightGazePoint2D.x	RightGazePoint2D.y	RightGazePoint3D.x	RightGazePoint3D.y	RightGazePoint3D.z	RightPupil	RightValidity	Vergence	FixationDist	EventTimeStamp	EventName	EventType	EventId	Code
274.8	0.0000	0.0000	0.0000	-1.0000	-1.0000	0.0000	-1.0000	-1.0000	0.0000	0.0000	0.0000	-1.0000	4	0.0000	0.0000	0.0000	-1.0000	-1.0000	0.0000	-1.0000	-1.0000	0.0000	0.0000	0.0000	-1.0000	4	3.5522	0.6130	66471.7840305	TrialEvent	2 START	66466.125	8
283.2	-35.6078	8.1767	579.6493	0.7257	0.4619	0.4322	0.5837	0.3270	30.5666	279.7760	39.6118	4.5805	0	26.8374	7.5843	579.6490	0.3933	0.4652	0.4322	0.6523	0.4090	55.5928	260.2354	28.3300	4.5629	0	3.6009	0.9510	73121.7841259	InputEvent	Mouse_DW	4	4
291.4	-35.6069	8.1840	579.7013	0.7257	0.4618	0.4323	0.5842	0.3258	30.7321	280.0477	39.7687	4.5712	0	26.9964	7.6068	581.2106	0.3929	0.4652	0.4374	0.6558	0.4004	56.8583	262.2902	29.5164	4.5793	0	3.5133	0.9746	77257.7840439	InputEvent	Mouse_DW	1	1
299.8	-35.6112	8.1909	579.7595	0.7257	0.4618	0.4325	0.5888	0.3222	32.4140	280.9180	40.2711	4.5880	0	26.9782	7.6303	582.7763	0.3934	0.4651	0.4426	0.6563	0.3937	57.0565	263.8828	30.4358	4.5962	0	3.6303	0.9430	77293.7840572	InputEvent	Mouse_UP	4	-4
308.0	-35.5977	8.1957	579.7171	0.7256	0.4618	0.4324	0.5854	0.3274	31.1873	279.6870	39.5604	4.5867	0	26.9811	7.6316	582.7803	0.3934	0.4651	0.4426	0.6559	0.3914	56.9055	264.4245	30.7486	4.5998	0	3.5455	0.9657	81422.7840057	InputEvent	Mouse_UP	1	-1
316.4	-35.5796	8.1994	579.6608	0.7256	0.4618	0.4322	0.5791	0.3299	28.8724	279.0819	39.2110	4.5668	0	26.9845	7.6334	582.7844	0.3934	0.4651	0.4426	0.6557	0.3894	56.8299	264.9092	31.0284	4.5985	0	3.3686	1.0166	81489.783918	InputEvent	Mouse_DW	4	4
324.7	-35.5775	8.2042	579.6947	0.7255	0.4617	0.4323	0.5786	0.3300	28.6770	279.0565	39.1964	4.5620	0	26.9881	7.6356	582.7914	0.3934	0.4651	0.4426	0.6617	0.3867	59.0166	265.5507	31.3988	4.5991	0	3.1792	1.0770	84957.7840916	InputEvent	Mouse_DW	1	1
333.1	-35.5805	8.2033	579.7328	0.7255	0.4617	0.4324	0.5793	0.3292	28.9375	279.2375	39.3009	4.5620	0	26.9913	7.6351	582.7961	0.3934	0.4651	0.4427	0.6626	0.3877	59.3627	265.3140	31.2621	4.5982	0	3.1723	1.0794	84990.7840839	InputEvent	Mouse_UP	4	-4
341.4	-35.5823	8.1988	579.7430	0.7255	0.4618	0.4325	0.5827	0.3265	30.1776	279.9018	39.6844	4.5636	0	26.9928	7.6349	582.8133	0.3934	0.4651	0.4427	0.6598	0.3875	58.3307	265.3751	31.2974	4.5959	0	3.3523	1.0213	87526.7840973	InputEvent	Mouse_UP	1	-1
349.8	-35.5856	8.1995	579.7577	0.7256	0.4618	0.4325	0.5823	0.3278	30.0410	279.5846	39.5013	4.5682	0	26.9929	7.6361	582.8317	0.3934	0.4651	0.4428	0.6583	0.3873	57.7671	265.4123	31.3189	4.6015	0	3.3864	1.0111	90023.7840763	InputEvent	Mouse_DW	4	4
358.0	-35.5854	8.1956	579.7506	0.7256	0.4618	0.4325	0.5804	0.3286	29.3400	279.3988	39.3940	4.5723	0	26.9934	7.6345	582.8364	0.3934	0.4651	0.4428	0.6588	0.3911	57.9577	264.5006	30.7925	4.5974	0	3.3158	1.0327	92188.7840381	InputEvent	Mouse_DW	1	1
366.4	-35.5905	8.1949	579.6899	0.7256	0.4618	0.4323	0.5860	0.3306	31.3760	278.9068	39.1100	4.5761	0	26.9910	7.6361	582.8273	0.3934	0.4651	0.4428	0.6618	0.3912	59.0580	264.4894	30.7861	4.5977	0	3.3891	1.0101	92222.783958	InputEvent	Mouse_UP	4	-4
374.6	-35.5919	8.1969	579.5901	0.7257	0.4618	0.4320	0.5841	0.3305	30.6817	278.9394	39.1288	4.5846	0	26.9879	7.6378	582.8119	0.3934	0.4651	0.4427	0.6620	0.3844	59.1347	266.0923	31.7115	4.6061	0	3.3282	1.0286	95643.7839619	InputEvent	Mouse_UP	1	-1
